58,1,a photographer taking pictures of golfers says watch the birdie
59,1,my skiing skills are really going downhill
60,0,Those who left could not carry it all with them
61,1,a lot of money is tainted it taint yours and it taint mine
62,1,there is some confucion about the oldest religion in china
63,0,Go have your doctor take a look at it so that she can give you a proper prescription
64,1,what is it called when legolas takes his own picture an elfie
65,0,He was ready for Iowa but Iowa wasn t ready for him
66,0,You can either hit enter twice or use your space bar twice
67,0,What it boiled down to was I felt there was a better way to provide electricity
68,1,the fruit farmer was plum happy he pruned his orchard last fall
69,1,what is the name of the immortal adolescent constantine
70,0,No melon peddler cries Bitter melons No wine dealer says Sour wine
71,0,It does not have the personal contact that a human teacher has so I would say that people should take lessons from a real teacher as well if they can
72,0,He said he was home for about five minutes when he heard a man yelling outside
73,0,He s resigned to the fact that he s going to jail Baker said
74,1,when he lost his bottle of gin he became very dis spirited
75,1,a photographer was great at botany because he knew photo synthesis
76,1,i don t trust these stairs because they re always up to something
77,0,i don t know I have been trying for a while to figure that out if you find something good please let me know
78,0,If the boys can t wear em then the girls can t
79,1,deafness is getting to be quite a problem for me lately i never thought i d hear myself say that
80,1,a king is old when he reaches the age of sovereignty
81,0,He that would the daughter win Must with the mother first begin
82,1,the annoying dermatologist was beginning to get under my skin
83,1,strippers are bad investors as they tend to lose their shirts
84,1,luridly sailing by the clock on a sea of mucus is a phlegmbuoyant pastime
85,1,the recent windstorm through the trees was an absolute debarkle
86,0,We meant to change a nation and instead we changed a world
87,0,There are ads in the paper sometimes other wise get an agent
88,0,Man cannot stir one inch without the push of heaven s finger
89,1,a hangman telling a joke can be cord ial but he will string you along to the punish line
90,1,decimals have a point
91,0,Make yourself better You are part of the world so if you make yourself better you re also making the world better
92,0,How old are you and how old is the lady you are interested in
93,0,He that goes barefoot must not plant thorns
94,0,Look for the good not the evil in the conduct of members of the family
95,0,She has arranged full time child care so she can continue working
96,0,He said it took him two months to read it and then he decided to return it
97,1,a train load of paint derailed nearby businesses were put in the red
98,0,We will have to say No when we really want to say Yes
99,0,My show is going to be more reflective of America
100,1,my dog has a lot of potential you just have to unleash it
101,0,We are no more than candles burning in the wind
102,0,The market is likely to play a cat and mouse game with the central banks for the next few days
103,0,move out and get an apartment and a full time job and do that for a year
104,1,they said he drank 2 bottles of whisky a day but it wasn t true he had to scotch those rumours right away
105,0,The real problem today was the drop in the bond market and the drop in the dollar
106,1,sign on the door of an internet hacker gone phishing
107,1,to insure his own survival bugs was aiming to see elmer between two cross hares
108,1,one of the joys of being a lightweight is that commuting by wind is a breeze
109,1,smaller babies may be delivered by stork but the heavier ones need a crane
110,1,after my ear operation i feel sound
111,0,In this he saw a chance for a new professional beginning
112,0,When two agree in their desire One sparke will set them both on fire
113,0,Short of sex all you should do is just be with him all the time but give him his space so he can breath
114,1,a harp that was shaved is a bare faced lyre
115,1,i used to do rock climbing as a youth but i was much boulder back then
116,1,how do you find a missing train follow the tracks
117,1,making your own hard liquor is a whiskey business
118,1,ducks don t have their palms read they look for it on the web
119,1,i m very picky about my hair so a strange barber just won t cut it
120,0,worst job i have ever had i am the owner too
121,0,It hasn t been an easy year but a good one he said
122,1,the ship was full but the sailors weren t playing with a full deck
123,1,the arrogant math teacher finally ate a slice of humble pi
124,0,You can laugh at some of these people he said
125,1,after he invented the light bulb people saw edison in a new light
126,0,You go into your friends lives and you pull out what you can use
127,0,If he is forced to return to Italy he added they kill me
128,0,The two men wound up calling police who let them out about an hour later
129,1,buy a chicken franchise and you ll soon find out your pecking order
130,1,when i m lying on the floor i feel like the whole world is against me
131,1,computers at breakfast food companies use serial i o
132,1,a lawyer asked his dentist to give him a retainer
133,1,a lawyer who likes to go fishing is an attorney at lure
134,0,I m surprised no one ever thought of it earlier
135,0,Of course now I understand that it was my other self she said
136,0,I don t plan that far ahead he said with a smile
137,0,There are a lot of online programs but you aren t going to find one for free
138,1,i ve been called a rare commodity i wonder if that makes me silver or gold i guess i could be either ore
139,1,if i study to become a roofing expert in the future will i be preparing for the here rafter
140,1,the frog went unnoticed in the milkshake because it blended so well
141,1,the almanac of famous ghosts is a real boos who
142,1,he wanted to become a pilot but decided that it was over his head
143,0,Caution is the parent of delicate beer glasses
144,0,take a course that no one else is taking and you ll be the best
145,1,iris was a private eye who was often in the public eye
146,0,When you re hot you re hot and right now Cajun is hot every which way
147,1,the river crested when a factory spilled toothpaste into it
148,1,the chef who tried to bribe a judge with polenta was held in corntempt
149,0,Govern a family as you would cook a small fish very gently
150,0,Go back to school and learn some grammar before you do anything else Then give more information as to what you are looking for in the field of work
151,1,contemplating my imminent root canal procedure was deeply unnerving
152,0,My problem is I want to do everything she said
153,1,riding the escalator is a step up from always walking on the same level
154,1,whenever i go near my bank i get withdrawal symptoms
155,0,I said I was going to do it and I did it
156,0,Where I have at times asked myself where have you come from
157,0,The person killed and two injured were all believed to have been in the car she said
158,1,in a scandinavian race the last lapp crossed the finnish line
159,1,of all sports humor football is my favorite i get a kick out of the punts
160,0,Whom we love best to them we can say least
161,1,after gus gave his girlfriend a 3 dollar box of chocolates for her birthday he got nothing but snickers
162,1,the orthopaedist slipped outside for a break
163,1,my wife wanted me to take her to visit northern canada but i was having nunavut
164,0,I would say very carefully I would get a professional instructor
165,0,you haven t owned cats for too long have you Get another cat
166,0,find a common interest and go up and talk to him do you have anything to lose
167,1,during the trial a lawyer objected to the audiologist s testimony calling it hearsay
168,0,A lot of people go into the business because they think it s going to give them something
169,0,A movie based on the novel was released a year later
170,1,making up puns about the finest soil is the loess form of humor
171,0,We have lived under emergency rule for now more than five years
172,0,There s not too many people who have that combination
173,0,go back to the place where you bought it and ask how to use it
174,1,i went to the store to buy some soup but they were out of stock
175,0,Every reporter has his own way of getting things of getting sources of getting to the news
176,0,One has to make a decision I ve made that decision he said
177,1,he dined with her at the local beanery and was immediately inflatuated
178,1,the one who invented the door knocker got a no bell prize
179,1,where did anastasia go i don t know she must of been romanov
180,0,I had to go through that house and feel like I owned it
181,0,The face is no index to the heart
182,1,marie antoinette said that feeding the peasants was a piece of cake
183,0,One monk shoulders water by himself two can still share the labor among them When it comes to three they have to go thirsty
184,1,two cheerleaders got married after they met by chants
185,0,It s much harder now to get a handle on what they do
186,1,trophy shops often will give customers floss with their purchase to eliminate plaque problems
187,1,the concert violinist believed in exercise consequently he was fit as a fiddle
188,1,a doorbell salesman joined the choir and chimed right in
189,1,my cartography job is really going to put me on the map
190,1,if you need to count your pennies you are definitely looking for a disc count
191,0,We kept asking George to do it over and over again
192,0,Great blessings come from heaven small blessings come from man
193,0,And we decide where it should go and by what route and how fast
194,0,The market just doesn t want to go down one dealer said
195,0,Even if you screwed up you could still make a profit in video
196,0,use a pizza stone and get it good and hot before baking
197,0,Better the cottage where one is merry than the palace where one weeps
198,1,the fisher said he liked the sea on the surface of it
199,1,burning too much incense in a rented room could make the owner incensed
200,1,an electrician s work is well grounded
201,1,geology class is the foundation of a decent education
202,0,Last week she bought all the magazines that have written about it
203,0,It all gets mixed up you steal from all your friends
204,1,you won t feel the squeeze with this great juicer deal
205,0,look on the back of the card there should be a number on there
206,0,Due to inflation it s time to start paying for coffee
207,1,her bees made such delicious honey it was said that she could almost work magic with those bees they called her beatrix
208,0,Put hot water a tissue paper and put hot water on it
209,1,my dentist would simply not stop working on my teeth he was abscessive compulsive
210,0,Someone asked me what was the best part of the whole case
211,0,At least 10 of the injured later died he said
212,1,dissatisfied with the lack of thoroughness in the demolition of the old tavern he got into the bulldozer himself and razed the bar to a new level
213,1,the calculus teacher tried to keep his students on task but the class discussion kept going off on tangents
214,1,i started to work at a seafood buffet but then i pulled a mussel
215,0,Man has a thousand plans heaven but one
216,0,It s true when they say the good die young
217,0,Nature is better than a middling doctor
218,1,i tinted my hair today it was the highlight of my day
219,0,I started to give my keys to the police but they said No you do it
220,1,he won the twister contest hands down
221,1,music of the seventies spawned many new record labels mostly now defunked
222,1,i love playing golf but when putting i can never catch a break
223,1,contacts are easy to lose so keep your eyes on them
224,0,Nobody has ever before asked the nuclear family to live all by itself in a box the way we do With no relatives no support we ve put it in an impossible situation
225,1,i dated a politician over the holidays but when i wrapped myself up as a present he couldn t cut through the red tape
226,0,The prime minister suggested that Spain had turned a corner after coming out of recession in the third quarter of last year
227,0,you should just tell him i told this really cute boy that i liked him and he liked me too so just tell him and don t get nervous
228,1,purchasing land in baton rouge won t bayou a thing
229,0,You can put a after the link along with the person s ID name to pull up a certain briefcase
230,0,if you have a real dental problem then go ask your dentist
231,1,the irs left a message on my cell phone that i owed them more money it was a taxed message
232,1,the fraternity member was hungry so he eta pi
233,1,my new theory on inertia doesn t seem to be gaining momentum
234,1,if a monk throws a hissy fit is it a temple tantrum
235,0,Sending charcoal in the snow is better than adding flowers to a brocade
236,1,even though the chef s girlfriend was grate in many ways she had a temper that boiled easily was half baked and extremely kneady
237,1,a surgery nurse was demoted for being absent without gauze
238,1,the astronomer quit his job to become a barber eclipse hair now
239,1,my grade in marine biology is below sea level
240,1,textile workers who lived at the manufacturing site in fabricated dwellings were closely knitted
241,1,the executioner decided to drop out of executioner school it was just too cut throat for him
242,0,Yes and you can pull it off even with a small bathroom
243,1,the magazine s rationale for running the story was paper thin
244,0,As you know we re not quite a happy group in China he said
245,0,After much trial and error a pie dough that s delicious and gluten free
246,0,Although Christmas vacation started earlier at city schools than at other school systems another day off would have been nice most students agreed
247,0,Empty the clear path to heaven crowded the dark road to hell
248,1,a boy who instinctively waves at people has a natural hi
249,0,I don t know what it was said the man inside the car
250,1,i ve just read a book about a bean growing up in southern usa it s called the adventures of tom soya
251,0,if a girl likes you she will make a big deal about being like next to you and stuff or you could ask her out
252,1,if you think you are a set of curtains either see a psychiatrist or pull yourself together
253,0,We were talking when I heard a noise and saw a flash
254,0,For all I know you aren t required to get one And I have worked in construction and used one
255,1,how could i trust the ceiling fan installer when i knew he was always screwing up
256,0,You know down the hall and up the stairs from this office is the part of the White House where the president and his family live
257,1,an heir is someone with a descent wage
258,0,throw a potato in the ground and let it grow
259,0,Making money selling manure is better than losing money selling musk
260,0,It is a beggar s pride that he is not a thief
261,1,the fisherman kept bragging about the big fish he caught but he would not be very pacific about where he caught it
262,1,automatic machines that compete in sculling are rowbots
263,1,what do you call a musician who steals sheet music a clef to maniac
264,1,reading music makes me crotchety
265,1,tried some bear stew it was a little grizzly
266,0,They have also said that they were worried about it
267,1,a primitive tribe known as the inno had no money until they reached the age of inno cents
268,1,when i heard she bought me a new cd it was music to my ears
269,1,a river dredging project was to undergo an in depth audit
270,1,the otolaryngologist had not heard much about health care reform he thought the plan smelled fishy and the debate left a bad taste in his mouth
271,0,Getting fat is the only way unless you want to exercise or get implants
272,0,I would say you don t deal with him you just leave him he s not worth it you are
273,0,It s no more than a sign of the times
274,1,the patron saint of poverty is st nickeless
275,0,find another girl that one is taken and will be busy on Valentine s Day
276,1,the inept nerd married a nuclear software engineer who made great fission chips she was his bride and booter
277,1,a racer who was also a golfer really knew how to drive
278,1,when the first telephone rang it was alexander graham s bell
279,0,They re all pretty experienced and had a lot of knowledge as far as what to do
280,1,i took up teaching fencing as i wanted my students to get the point
281,0,Vision without action is a daydream Action with without vision is a nightmare
282,1,it took the replay analyst a long time to cut his grass he did it in slo mow
283,1,a fish became a waiter and he liked people to tip the scales
284,1,i once heard a joke about amnesia but i forgot how it goes
285,0,My father came home from work one day and said how about court reporter
286,1,early nuclear experimenters discovered an element of surprise
287,1,those who live beyond their means should act their wage
288,1,i met a man who loves eating couches i think he has a suite tooth
289,0,go to a dealer and ask for the code it cost 50
290,1,pythons go to great lengths to kill their prey
291,0,Jam tomorrow and jam yesterday but never jam today
292,0,glass cleaner works good but you have to dry it by hand as you spray it on
293,1,aliens can easily understand each other because their language is universal
294,1,a curling iron is a permanent solution to a hairy problem
295,0,well if you loss weight past tense then you have no problem right
296,0,All animals are equal but some animals are more equal than others
297,0,The poor man didn t really get to do what he wanted to do
298,0,Make sure you care about people before you take any courses No course will help if you don t want to help others
299,0,Don t cross the bridge until you come to it
300,0,A hearth of your own is worth gold
301,1,the experienced carpenter really nailed it but the new guy screwed everything up
302,1,some spanish government employees are seville servants
303,1,i pursed my lips to coin a phrase
304,0,Can you imagine me wearing that down the street here
305,1,if you do research in optics you will have to do some light reading
306,0,highlight everything else so you can t tell the difference
307,1,when the tornado went through town it was quite a blow
308,1,during an earthquake in california a bank went into default
309,0,The island has several places to watch and dance to live music
310,0,when your heart double pump or triple pump when you see her him that s it
311,1,scientists studying the sun have a flare for research
312,1,that really nice fellow works in a clothing factory sewing zippers on jeans that is good he wouldn t hurt a fly
313,1,we re not getting anywhere in geometry class it feels like we re going in circles
314,0,A comment on a hotel s campaign and a search for a 50 year old advertising campaign
315,1,those who choose not to eat slowly get hungry and fast
316,1,realtors guilty of steering deserve the rack but that s just my pinion
317,1,gunpowder was invented in a flash
318,0,I dream more for my friends and family and less for myself
319,1,my dog was mustard colored that made him a gulden retriever
320,0,It did not say what could have caused the blast
321,1,the apple crossed the street because he wanted to get to the other cider the road
322,0,It made me sit up straight in bed she said
323,0,While the parents go out for dinner the children stay behind at the hotel s kids club
324,1,the middle east does not need any psychiatrists because there are nomad people
325,0,i forget just now but wait what was the question again
326,1,a man who kept stealing mopeds was obviously a cycle path
327,1,although nobelists tend to have dynamite personalities niels was a bohr and linus was a pauling
328,0,But he continued Bush has said it can be done and that he will do it
329,1,dorothy s medical instructor was the wizard of gauze
330,1,the truant officer caught several kids at the ice rink they were playing hockey
331,1,the baker had ten children and there was always a bun in the oven
332,1,the price of the big fan blew me away
333,1,some people take beautiful pictures and cut them into pieces that s a puzzle to me
334,0,Of a good beginning cometh a good end
335,0,easy with your mouth Just joking just write a letter it may just work
336,0,follow your heart and be cool because it can make you or break you
337,0,find a girl that you like and treat her nicely and just be your self then when you feel the time is right ask her out
338,0,You can t really you should have in school already There s nothing else you can do just think pay close attention and you ll be fine
339,1,since i ve taken the job in the everglades i ve been swamped
340,0,a thing called soap and water try it some time
341,0,I just saw a little blood at first and thought good it s not serious he s going to live
342,0,You don t There s a clock on the stove
343,1,an astronaut broke the law of gravity and got a suspended sentence
344,1,if you golf on election day cast an absent tee ballot
345,1,what do you call a podium that eats people hannibal lectern
346,0,be yourself someone will fall in love with you for who you are
347,1,the spear fisherman can be a real pain in the wrasse
348,1,the string quartet drank and played furiously through the night and then passed out but that was a foregone conclusion
349,0,Poor thieves in halters we behold And great thieves in their chains of gold
350,1,the waiter was shocked when i asked for my salad to be served naked i explained no dressing please
351,0,Pure gold does not fear the smelter
352,0,When I began the search I didn t know there was enough for a show
353,1,the angry ice cube boiled with anger then let off some steam
354,0,I don t think that anyone can blame the kingdom if the contract is broken
355,1,what was the leader of russia s favourite food czardines
356,0,If thou canst not see the bottom wade not
357,0,A bird does not sing because it has an answer It sings because it has a song
358,1,a yak is the star of an animal talk show
359,1,losing your head in an emergency is a no brainer
360,0,The decision to leave one of the largest markets in the nation was not an easy one
361,1,what is a lumberjack s favorite month septimber
362,0,I based my campaign on ending the war in Korea
363,0,Getting money is like digging with a needle Spending it is like water soaking into the sand
364,0,There s nothing of what they have promised he said
365,1,the tap dancer s routine ran hot and cold
366,1,they won t know who robbed the scotch factory until they check the tape
367,0,This property will be given to the foundation when I go to the great cat box in the sky
368,0,Put down the glass cleaner and use these display friendly cleaning tips
369,0,I ve had to buy over 60 tires she said
370,1,my stuffing was bad so i got some sage advice
371,0,We want him as long as we can have him but you never know at his age
372,1,did you know that donuts were first made in greece
373,1,did you hear about the nervous preacher he had sweaty psalms
374,0,We simply don t get the press because for us it s more routine
375,1,that religious fellow fell for the same scam two times in a row he is a burned again christian
376,1,is it true that exits are on the way out
377,0,But I don t think in the end that he is really evil
378,1,the retired general would not help his grandson color easter eggs but he did give the boy some cottage cheese old soldiers never dye they just feed some whey
379,0,And you can t do it from the top of a hill with field glasses
380,1,if your doctor is a quack you have every right to duck him on the bill
381,1,stealing santa s bag of toys on christmas eve would be absolute sacrilege
382,1,the ancient japanese leader lost his legs in a logging accident and became a sawed off shogun
383,1,i opened a shop selling budgerigars they re flying off the shelves
384,1,optometrists live long because they dilate
385,0,New on the snack front are two chips made with legumes and without gluten
386,0,Go to your local state teaching hospital ask for the dental school and you can have better teeth than the rich and famous
387,0,A half truth is a whole lie
388,0,Venture not to defend what your judgment doubts of
389,0,It did not say where in the United States the arms were bought
390,0,If those arrested cannot be charged they should be released he said
391,1,an electrician claimed that his truck was a volts wagon
392,1,my uncle refused to obey his controlling wife proving to be most defy aunt
393,1,the owner of the hair salon had to make cuts on his staff
394,1,bear fights can often turn grizzly
395,0,He was in his office an hour later joined by a few family members including his wife two children parents and mother in law
396,1,what happens when food testers go on strike fast resolution
397,1,cleopatra was the pharaohs one of all
398,0,The mouth is the door of evil
399,0,It s come together over the past year he said
400,1,i should have been sad when my flashlight batteries died but i was delighted
401,1,if you drive a train you can t afford to lose track
402,0,It s hard for me to run because I have a long body and short legs
403,1,if you re dying to purchase cropland in thailand then you ve baht the farm
404,0,Plan your year in the spring your day at dawn
405,1,the shoemaker did not deny his apprentice anything he needed he gave his awl
406,0,A neighbor said the woman was depressed since the loss in June of her husband Mark of 45 years
407,1,gossipy monkeys are blab boons
408,0,They also have not helped with plans or with specialized knowledge he said
409,1,my friend and i are going to drive across the southern states of america just to see how long it texas
410,0,A man who robbed a bank left documents for his wife s car loan at the teller s window police said
411,0,When you have no choice mobilize the spirit of courage
412,1,drinking too much of a certain potent potable may require a leave of absinthe
413,0,The children are missing school We want to go home
414,1,the trampoline was on sale for fifty per cent off needless to say i jumped on the offer
415,1,short order cooks in busy restaurants call themselves pressure cookers
416,0,Put a stout heart to a stey brae
417,1,the brightest day of the week is sun day
418,0,To be so rich that you could do whatever you want
419,0,Covet wealth and want it don t and luck will grant it
420,0,It s not easy to start the new year like this
421,0,do a search for plumbing related terms and you ll be on your way my good man
422,1,there are a lot of bakeries on the yeast coast
423,1,straw hats are no longer in their hay day
424,1,her decision to take up rock climbing was precipitous to say the least
425,1,i m reading a book about mazes i got lost in it
426,0,There won t be any winter or summer White House anywhere
427,0,I m not saying people can do without personal relationships
428,0,search free public records some are free in certain states
429,0,We just got the word that it s not the one they had claimed it was
430,1,what do you call the garden police lawn and order
431,0,Then I sit out in the sun like an animal and get dry he says
432,0,That has got to be down to the skill of the pilot
433,1,they took soft drinks off the menu just to sprite people
434,0,When the time comes even a rat becomes a tiger
435,0,I think the lead probably was the one that hit
436,1,in the army mess hall the men were getting fed up
437,0,How do you keep the kids down on the farm after they ve seen the big bucks and high life
438,1,why was the ink drop sad because her dad was in the pen and she didn t know how long the sentence would be
439,0,There are stress balls or i just get up and move around or get on here
440,0,He said he will leave the post by the end of January
441,1,the discovery of how to make steel was ironic
442,1,a used car salesman started a chain and thus founded the auto man empire
443,0,I tried to joke about how these things could fly on one engine and glide down he said
444,0,There is no good way to tell You have to always be careful not to say anything that you would get in some kind of trouble for
445,0,He then went out and found her body buried nearby
446,0,When pleasure interferes with business give up business
447,1,watching your own back is a sign of flexibility
448,0,The day you decide to do it is your lucky day
449,1,a pyrotechnician should know how fireworks
450,1,psychopaths always see amoral in the story
451,0,You can not You only have control over you If you re happy with yourself you will find the girl who is right for you when you least expect it
452,1,when accountants are left a loan they become very debticated
453,1,it s a fact taller people sleep longer in bed
454,0,There is no way to make yourself have your first period It will come when the time is right
455,0,Don t fall before you re pushed
456,1,telescope owners are starry eyed
457,0,Year of snow fruit will grow
458,1,if you play around with a guillotine you ll beheaded for an accident
459,1,will this computer last five years obsoletely
460,0,Why would anyone have to murder them or run them down
461,1,big spenders have a whole lot of purse onality
462,0,just be up front with her if she likes you and it is meant to be everything will work out on its own
463,1,the bank s clients went belly up due to phishing operations
464,1,sleeping comes so naturally to me i could do it with my eyes closed
465,1,early stone tools had many problems that were eventually ironed out
466,1,my only skill is knowing driving directions but they tell me that s not going to get me anywhere in life
467,1,i m not a big fan of archery it has too many drawbacks
468,0,Just be yourself and talk to the girl you like She is no better then anyone else
469,0,That first patient a 6 year old girl lived only a few hours
470,0,I hope to buy them the good things in life
471,1,during my trip to italy i didn t do much i just vegged out when in rome do as the romaines
472,0,I would go out and do new things to get your mind off her
473,1,he was selling palm trees but people thought it was a shady deal
474,1,if you take a job in the far east you will have to go through an orient ation period
475,0,A chicken is hatched even from such a well sealed thing as an egg
476,0,It s up to them to decide how much they want to cut
477,1,the flanders native kept clearing his throat because he was phlegmish
478,0,The great thing about sex is the more you have the more you want Have fun
479,0,The post office fire station city hall and a school were all destroyed he said
480,1,the politician is not one for indian food but he s good at currying favors
481,0,A look at the day in sports from a cycling race in France to high school wrestling in Pennsylvania
482,1,my mailman should be a comedian his delivery is perfect
483,1,an orthodontist was found dead killed with a hatchet however no one was arrested as the death was declared axe idental
484,0,They re getting so old and I wonder How about me
485,1,the anesthesiologist s computer has an ethernet connection
486,0,I think the devil was mad that something so beautiful was being built
487,1,an undercover doctor gave his operation a code name of liver
488,1,a pun spun with a good yarn gets fabricated
489,0,Look up your local mass transit system s route or call and ask
490,1,when the orchard owner went to trial he was judged by a jury of his pears
491,1,the inventor of sandpaper had a rough time of it
492,0,This way they just made the people too angry to sit and take it any more
493,1,you decide what kind of light bulbs to buy by a process of illumination
494,1,we spent all day debating about housefires it was quite a heated argument
495,0,Jade and men both are sharpened by bitter tools
496,0,It can be difficult to figure out exactly what can get you thrown off a flight and how often passengers are removed
497,1,the correct formula for concrete is worthwhile to cement in your mind
498,0,Go to the link below It should answer all your questions about installation
499,1,astronauts like to do launch
500,0,Although seas were only 1 to 1 feet passengers were not used to traveling by sea he said
501,0,Those people could be in a lot of trouble she said
502,0,get your most amount of points each day and continue the process
503,1,when the plant couldn t absorb water properly he sought a xylem
504,1,don t get lost in the mist or else you won t have the foggiest idea where you are
505,0,It is not up to me to make a decision
506,0,You have to have a job that requires one first
507,1,the lumberjack loved his new computer he especially enjoyed logging in
508,0,Just be your self Go up to her at work and ask her if she would like to go out to dinner and a movie
509,0,I think the manufacturing side felt that we would do better than that
510,1,termites in the orchestra pit can lead to digestive harp failure
511,0,But it is a bit too early to say what that form will take
512,1,i don t find health related puns funny anymore since i started suffering from an irony deficiency
513,0,The afterthought is good for nought except it be to catch blind horses with
514,1,he shined a police officer s shoes and had a brush with the law
515,0,He said a constant stream of people comes to the church in need of help
516,0,ask god about it ask him to take control of the situation
517,1,meet me at the clothes line that s where i hang out
518,1,i discovered that existence is no more than a never ending circle in a roundabout kind of way
519,1,your golf addiction is driving a wedge between us
520,1,the pianist led an upright life but it wasn t grand no matter how i tried to spinet i couldn t console him
521,0,Be the day weary or be the day long at last it ringeth to evensong
522,1,to run an electrical shop you need a volting ambition to take charge
523,1,we are all speaking american is this a country diction in terms
524,0,First you learn some correct English and then you must learn that you cannot make anyone do anything
525,1,jenny was sure she was going to heaven but she wouldn t harp on it
526,1,a jewelry salesman was nicknamed the ringleader
527,0,Don t stand by the water and long for fish go home and weave a net
528,0,But I still think there is higher inflation ahead perhaps in spite of this report and not because of it
529,0,Thrift is better than an annuity
530,1,he wanted desperately to be a good golfer you could say he had a driving ambition
531,1,at the petting zoo i saw a sheep scratching itself turns out it had fleece
532,1,have you ever been to engagement ohio it s between dayton and marysville
533,1,there are two towns named hope and merritt a friend of mine lives beyond hope without merritt
534,1,shakespeare had to get his act together to finish his play
535,1,john deere had a lot of detractors when he announced his invention
536,0,Everyone must row with the oars he has
537,1,when i bought some fruit trees the nursery owner gave me some insects to help with pollination they were free bees
538,1,in ireland you re more likely to get a pat answer
539,1,those who drink too much at night have to worry about the mourning after
540,0,Go on the pill for a month then go off and start trying
541,1,the newspaper doesn t put in politics what is classified
542,1,my advanced geometry class is full of squares
543,0,The only truly dead are those who have been forgotten
544,1,for the orthodontist visit the boy had to brace himself
545,1,the man who bought too much graphing paper didn t know where to draw the line
546,1,the junior librarian was reincarnated as a bookmark because he always knew his place
547,1,need an ark to save two of every animal i noah guy
548,1,the international jewel thieves were hard to catch because they had a good ring leader
549,0,We re just here to play a little music not watch me throw up
550,1,which illness are witches most prone to crone s disease
551,0,It s not really their fault they re not used to irony in songs
552,0,learn an instrument find some friends who will too write some songs and go for it
553,0,You don t You re too young to be dating and online dating is dangerous
554,0,I want him to get well and live as long as possible
555,0,The situation is still not under control but it is better than last year
556,0,I didn t have much time to study before I got the job
557,1,the painter was hospitalized due to too many strokes
558,0,He said that in about 10 years he might have enough to buy a car
559,1,they were the quietest burglars in the history of new york city the newspapers called them criminal mimes
560,1,it was a sad day for the rattlesnake family the time had come for the children to strike out on their own
561,1,when the bad poet stood in front of the judge the judge thought the punishment should fit the rhyme
562,0,Stop looking The man you want will show interest in you first
563,1,no one knew who was attacking the castle until we learned it was the forces of sir nymbas of cumulus the legendary dark and stormy knight
564,0,Your fighting a losing battle if he thinks she is more important than his wife
565,1,nurses often have to check their patient s impulse without missing a beat
